antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
['PINK REGENCY TEACUP AND SAUCER'],['GREEN REGENCY TEACUP AND SAUCER'],0.026633618747183417,0.03303289770166742,0.021225777377196935,0.7969543147208121,24.12607945928352,1.0,0.020345991773696014,4.762312978819287,0.9847793142109965,0.552168815943728,0.7900180008228,0.7197595584518113
"['JUMBO BAG STRAWBERRY', 'JUMBO BAG PINK POLKADOT']",['JUMBO BAG RED RETROSPOT'],0.013249211356466877,0.0740423614240649,0.010500225326723749,0.7925170068027211,10.703562009100658,1.0,0.009519222430884404,4.462812225267622,0.9187458151762291,0.1367370892018779,0.775926041804272,0.4671653810641725
"['JUMBO STORAGE BAG SUKI', 'JUMBO BAG PINK POLKADOT']",['JUMBO BAG RED RETROSPOT'],0.012798557908968004,0.0740423614240649,0.010049571879224875,0.7852112676056338,10.604892287382235,1.0,0.009101936428822243,4.311015891074844,0.9174458827137066,0.13086854460093897,0.7680361136987888,0.4604692978320317
['SMALL MARSHMALLOWS PINK BOWL'],['SMALL DOLLY MIX DESIGN ORANGE BOWL'],0.01302388463271744,0.016313654799459214,0.010184767913474538,0.7820069204152249,47.9357280773863,1.0,0.009972300755428404,4.512465932745338,0.992059198008092,0.531764705882353,0.7783916787618582,0.7031581563402092
"['ALARM CLOCK BAKELIKE PINK', 'ALARM CLOCK BAKELIKE GREEN']",['ALARM CLOCK BAKELIKE RED '],0.015502478593961243,0.040874267688147815,0.012077512392969806,0.7790697674418605,19.060152303787085,1.0,0.011443859933090453,4.341305946253648,0.9624549594789032,0.27263479145473046,0.769654566533613,0.5372746852644804
['PINK REGENCY TEACUP AND SAUCER'],['ROSES REGENCY TEACUP AND SAUCER '],0.026633618747183417,0.037674628210905815,0.020324470482199188,0.7631133671742808,20.255365571288625,1.0,0.019321058797988042,4.062387819481104,0.9766418725347493,0.46209016393442615,0.7538393564483137,0.6512935256924035
"['REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER ']",['PINK REGENCY TEACUP AND SAUCER'],0.014240648940964398,0.026633618747183417,0.010860748084722848,0.7626582278481013,28.63517102529504,1.0,0.010481468070116722,4.101117019678535,0.9790197877925516,0.36186186186186187,0.7561639925899055,0.5852208228919018
['GREEN REGENCY TEACUP AND SAUCER'],['ROSES REGENCY TEACUP AND SAUCER '],0.03303289770166742,0.037674628210905815,0.025101397025687245,0.7598908594815825,20.16983034915827,1.0,0.02385689488604804,4.007866463189806,0.9828886615450432,0.550395256916996,0.7504906889527169,0.7130794010326573
"['PINK REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER']","['GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER ']",0.014375844975214061,0.025101397025687245,0.010860748084722848,0.7554858934169278,30.097364407399695,1.0,0.01049989429242027,3.9870853121641754,0.9808754122389849,0.3795275590551182,0.7491902174881722,0.5940804691501156
"['LUNCH BAG PINK POLKADOT', 'LUNCH BAG WOODLAND']",['LUNCH BAG RED RETROSPOT'],0.014556106354213609,0.05989184317260027,0.010815682739972961,0.7430340557275542,12.40626463250145,1.0,0.00994389070100271,3.6584931886174714,0.9329760598161612,0.16997167138810199,0.7266634244089176,0.46181048158838206
['TOILET METAL SIGN'],['BATHROOM METAL SIGN'],0.013835060838215412,0.017485353762956287,0.010229833258224425,0.739413680781759,42.28760200141039,1.0,0.009987922325136206,3.770399954934655,0.9900498063288521,0.485042735042735,0.7347761479014416,0.6622326135867558
['WOODEN STAR CHRISTMAS SCANDINAVIAN'],['WOODEN HEART CHRISTMAS SCANDINAVIAN'],0.019648490310950877,0.020955385308697613,0.014420910319963948,0.7339449541284404,35.02416888625826,1.0,0.014009168634763761,3.6798573448742062,0.9909183368575895,0.5507745266781411,0.728250335194941,0.7110584985695965
['CANDLEHOLDER PINK HANGING HEART'],['WHITE HANGING HEART T-LIGHT HOLDER'],0.015682739972960793,0.09071653898152321,0.01149166291122127,0.7327586206896551,8.077453449132364,1.0,0.01006897901912708,3.4024800476820416,0.8901587335785885,0.12108262108262106,0.7060967335631386,0.42971761138804665
"['REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER ']",['GREEN REGENCY TEACUP AND SAUCER'],0.01946822893195133,0.03303289770166742,0.014240648940964398,0.7314814814814815,22.1440301146986,1.0,0.013597556926222608,3.6011188637317217,0.9737992485813453,0.37220259128386335,0.722308527477004,0.5812932646152291
"[""POPPY'S PLAYHOUSE KITCHEN""]","[""POPPY'S PLAYHOUSE BEDROOM ""]",0.01572780531771068,0.014375844975214061,0.01149166291122127,0.7306590257879655,50.82546640199045,1.0,0.011265562420173514,3.6593918096132994,0.9959895537355091,0.6174334140435834,0.7267305464878129,0.7650160332701583
['SET/6 RED SPOTTY PAPER PLATES'],['SET/6 RED SPOTTY PAPER CUPS'],0.014646237043713385,0.01284362325371789,0.010635421360973412,0.7261538461538461,56.53808367071525,1.0,0.01044731061029931,3.604784521826311,0.9969138434228529,0.6310160427807487,0.7225909082928028,0.7771120107962213
['GARDENERS KNEELING PAD CUP OF TEA '],['GARDENERS KNEELING PAD KEEP CALM '],0.02893195132942767,0.034565119423163586,0.021000450653447498,0.7258566978193146,20.999687255033365,1.0,0.020000414300600674,3.5216431439223235,0.9807554110157102,0.49416755037115584,0.7160416433090879,0.6667093137075712
"['LUNCH BAG SUKI DESIGN ', 'LUNCH BAG WOODLAND']",['LUNCH BAG RED RETROSPOT'],0.013970256872465074,0.05989184317260027,0.010139702568724651,0.7258064516129032,12.118619383965632,1.0,0.009302998135038033,3.42862974842934,0.9304814137720904,0.15912305516265915,0.7083382944868569,0.4475533386732688
['PAINTED METAL PEARS ASSORTED'],['ASSORTED COLOUR BIRD ORNAMENT'],0.01595313204146012,0.06241550247859396,0.011536728255971159,0.7231638418079096,11.586285667666075,1.0,0.010541005503496069,3.3867848175773236,0.9285036035675032,0.17262306136210387,0.7047347103925746,0.4540006934671317
"['REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER']",['PINK REGENCY TEACUP AND SAUCER'],0.01726002703920685,0.026633618747183417,0.01234790446146913,0.7154046997389034,26.860964952971685,1.0,0.011888207481740819,3.420177284585585,0.9796805686515313,0.39142857142857146,0.7076174955880489,0.5895128405631911
['BLUE HAPPY BIRTHDAY BUNTING'],['PINK HAPPY BIRTHDAY BUNTING'],0.016133393420459666,0.016358720144209103,0.011536728255971159,0.7150837988826816,43.712698339412405,1.0,0.011272806588029434,3.452388021454639,0.9931461701859656,0.550537634408602,0.7103454206811153,0.710158979331148
"['GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER ']",['PINK REGENCY TEACUP AND SAUCER'],0.025101397025687245,0.026633618747183417,0.017890941865705272,0.7127468581687613,26.761172221260257,1.0,0.017222400827301435,3.3885317147363683,0.987418000370504,0.5286284953395471,0.7048869291524984,0.6922448334837038
['BAKING SET SPACEBOY DESIGN'],['BAKING SET 9 PIECE RETROSPOT '],0.01978368634520054,0.03970256872465074,0.014060387561964848,0.7107061503416856,17.900759904746884,1.0,0.01327492439521759,3.319453325432112,0.9631919369460172,0.30952380952380953,0.6987455758638136,0.5324245848189699
['PINK HAPPY BIRTHDAY BUNTING'],['BLUE HAPPY BIRTHDAY BUNTING'],0.016358720144209103,0.016133393420459666,0.011536728255971159,0.7052341597796143,43.71269833941241,1.0,0.011272806588029434,3.3377904503586273,0.9933736742337472,0.550537634408602,0.7004006048694412,0.710158979331148
['SET/6 RED SPOTTY PAPER PLATES'],['SET/20 RED RETROSPOT PAPER NAPKINS '],0.014646237043713385,0.0330779630464173,0.010319963947724201,0.7046153846153846,21.301655837350662,1.0,0.009835496260023181,3.273433979269942,0.9672214472093044,0.27590361445783135,0.6945104112889348,0.5083022427164117
"['LUNCH BAG SUKI DESIGN ', 'LUNCH BAG PINK POLKADOT']",['LUNCH BAG RED RETROSPOT'],0.016313654799459214,0.05989184317260027,0.01149166291122127,0.7044198895027625,11.761532993277878,1.0,0.01051460805640012,3.180552829640362,0.9301512358654292,0.17757660167130918,0.6855892501829394,0.448146739333774
['WOODEN HEART CHRISTMAS SCANDINAVIAN'],['WOODEN STAR CHRISTMAS SCANDINAVIAN'],0.020955385308697613,0.019648490310950877,0.014420910319963948,0.6881720430107526,35.02416888625826,1.0,0.014009168634763761,3.143885875899364,0.992241081703107,0.5507745266781411,0.6819222963321045,0.7110584985695965
['ALARM CLOCK BAKELIKE CHOCOLATE'],['ALARM CLOCK BAKELIKE RED '],0.015096890491212258,0.040874267688147815,0.010365029292474088,0.6865671641791045,16.79705112804226,1.0,0.009747954949277625,3.060067812614004,0.9548814817025255,0.22727272727272727,0.6732098563705459,0.4700752028172259
"['LUNCH BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN ']",['LUNCH BAG RED RETROSPOT'],0.016674177557458314,0.05989184317260027,0.011401532221721496,0.6837837837837838,11.416976796209303,1.0,0.010402884994418111,2.9729916070610076,0.9278828213590897,0.17496542185338865,0.6636384718931099,0.4370762410265796
['REGENCY TEA PLATE ROSES '],['REGENCY TEA PLATE GREEN '],0.015322217214961695,0.012392969806219017,0.010455159981973862,0.6823529411764705,55.05967914438502,1.0,0.010265272206664513,3.109133243202643,0.9971159157263474,0.6057441253263708,0.6783669525304987,0.7629946524064171
['SET OF 12 MINI LOAF BAKING CASES'],['SET OF 12 FAIRY CAKE BAKING CASES'],0.016403785488958992,0.02118071203244705,0.011131140153222172,0.6785714285714285,32.03723404255319,1.0,0.010783696296538497,3.0452155625657196,0.9849431146821511,0.42078364565587734,0.6716160220994474,0.6020516717325227
['DOLLY GIRL LUNCH BOX'],['SPACEBOY LUNCH BOX '],0.028165840468679586,0.032086525461919785,0.01910770617395223,0.6784,21.142831460674156,1.0,0.01820396221659757,3.0096812019218913,0.9803140133602227,0.4644030668127053,0.6677388956141168,0.6369528089887639
['ALARM CLOCK BAKELIKE ORANGE'],['ALARM CLOCK BAKELIKE RED '],0.01694456962595764,0.040874267688147815,0.011446597566471383,0.675531914893617,16.527070773417154,1.0,0.010754000691719532,2.955994060239806,0.9556869134825645,0.24684159378036924,0.6617043269975736,0.4777880081634568
['PINK REGENCY TEACUP AND SAUCER'],"['GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER ']",0.026633618747183417,0.025101397025687245,0.017890941865705272,0.6717428087986463,26.761172221260257,1.0,0.017222400827301435,2.969923063700097,0.9889723414053943,0.5286284953395471,0.6632909410272252,0.6922448334837038
['ROSES REGENCY TEACUP AND SAUCER '],['GREEN REGENCY TEACUP AND SAUCER'],0.037674628210905815,0.03303289770166742,0.025101397025687245,0.666267942583732,20.16983034915827,1.0,0.02385689488604804,2.897435474987118,0.9876295781011518,0.550395256916996,0.6548672063164941,0.7130794010326573
"['ALARM CLOCK BAKELIKE PINK', 'ALARM CLOCK BAKELIKE RED ']",['ALARM CLOCK BAKELIKE GREEN'],0.018161333934204597,0.03645786390265886,0.012077512392969806,0.6650124069478908,18.240575167087385,1.0,0.011415388952105835,2.87635170997947,0.962660363670243,0.2838983050847458,0.652337370103068,0.4981427918546623
['RED HANGING HEART T-LIGHT HOLDER'],['WHITE HANGING HEART T-LIGHT HOLDER'],0.031185218566922038,0.09071653898152321,0.020730058584948176,0.6647398843930636,7.32765923233089,1.0,0.01790104348917467,2.712173082003388,0.8913269990737258,0.2048997772828508,0.6312919678189067,0.4466272695686133
['JUMBO BAG PEARS'],['JUMBO BAG APPLES'],0.02145110410094637,0.03330328977016674,0.014240648940964398,0.6638655462184874,19.933932977791926,1.0,0.013526256605200569,2.875922712933754,0.9706559263521288,0.35150166852057846,0.6522855097938667,0.5457352088331949
['ALARM CLOCK BAKELIKE GREEN'],['ALARM CLOCK BAKELIKE RED '],0.03645786390265886,0.040874267688147815,0.024155024785939613,0.6625463535228677,16.20937550680533,1.0,0.02266483629744427,2.8422443862281623,0.9738103540107794,0.45423728813559316,0.6481653707030228,0.6267527798485342
['ALARM CLOCK BAKELIKE IVORY'],['ALARM CLOCK BAKELIKE RED '],0.021631365479945923,0.040874267688147815,0.014330779630464172,0.6625,16.2082414553473,1.0,0.013446613407376703,2.841854021664747,0.9590485212448833,0.2974742750233863,0.6481170417704271,0.5065531973539139
"['LUNCH BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.']",['LUNCH BAG RED RETROSPOT'],0.021045515998197387,0.05989184317260027,0.013925191527715187,0.6616702355460385,11.047752089365385,1.0,0.0126647367840647,2.77867410910377,0.9290358883184527,0.20780094149293885,0.6401161270680503,0.44708793944344816
"['LUNCH BAG  BLACK SKULL.', 'LUNCH BAG WOODLAND']",['LUNCH BAG RED RETROSPOT'],0.01586300135196034,0.05989184317260027,0.010455159981973862,0.6590909090909092,11.004685683015255,1.0,0.009505095592755508,2.757650593360373,0.9237835977148344,0.1601104209799862,0.6373724784395415,0.4168291264792394
"['LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT']",['LUNCH BAG RED RETROSPOT'],0.01946822893195133,0.05989184317260027,0.01270842721946823,0.6527777777777778,10.899276816319706,1.0,0.01154243910542752,2.707511491662911,0.9262839004680108,0.1906693711967546,0.6306571539661997,0.43248369701529976
['CHARLOTTE BAG PINK POLKADOT'],['RED RETROSPOT CHARLOTTE BAG'],0.022712933753943218,0.03402433528616494,0.014691302388463272,0.6468253968253969,19.01066961000736,1.0,0.013918509915086655,2.735122106830185,0.9694162471731218,0.34941050375133975,0.634385610242853,0.5393067381477977
['GREEN REGENCY TEACUP AND SAUCER'],['PINK REGENCY TEACUP AND SAUCER'],0.03303289770166742,0.026633618747183417,0.021225777377196935,0.6425648021828103,24.12607945928352,1.0,0.020345991773696014,2.72319678419204,0.9912964723700103,0.552168815943728,0.6327845252297125,0.7197595584518113
['ALARM CLOCK BAKELIKE PINK'],['ALARM CLOCK BAKELIKE RED '],0.028346101847679134,0.040874267688147815,0.018161333934204597,0.6406995230524642,15.674886898053122,1.0,0.01700270777936706,2.6694251576290045,0.9635155976758424,0.35569285083848196,0.6253875119360138,0.5425107317577647
['PAPER CHAIN KIT VINTAGE CHRISTMAS'],"[""PAPER CHAIN KIT 50'S CHRISTMAS ""]",0.03195132942767012,0.044614691302388466,0.02045966651644885,0.6403385049365303,14.35263780256728,1.0,0.01903416781733243,2.6563458190847316,0.9610326675330539,0.3646586345381526,0.6235429917236608,0.5494621817611944
"['LUNCH BAG CARS BLUE', 'LUNCH BAG WOODLAND']",['LUNCH BAG RED RETROSPOT'],0.01662911221270843,0.05989184317260027,0.010590356016223525,0.6368563685636857,10.63344079640947,1.0,0.00959440783548042,2.588805297532168,0.9212770832703614,0.16062884483937112,0.6137214332212351,0.4068405243871852
"['LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG WOODLAND']",['LUNCH BAG RED RETROSPOT'],0.01843172600270392,0.05989184317260027,0.011716989634970707,0.6356968215158925,10.614080112443682,1.0,0.010613079591816425,2.5805653432376277,0.9227942137289733,0.1759133964817321,0.612488014449818,0.4156663189596016
['JUMBO BAG STRAWBERRY'],['JUMBO BAG RED RETROSPOT'],0.030058584948174854,0.0740423614240649,0.019017575484452456,0.6326836581709145,8.544887629222515,1.0,0.016791966873823738,2.5208724282863213,0.9103343210712754,0.22351694915254236,0.6033119372566601,0.44476544442325394
['JUMBO BAG VINTAGE CHRISTMAS '],"[""JUMBO BAG 50'S CHRISTMAS ""]",0.017665615141955835,0.02672374943668319,0.011131140153222172,0.6301020408163266,23.578354613346182,1.0,0.010659048680523668,2.6312020015228983,0.9748088169140801,0.3346883468834688,0.6199455612221275,0.5233140895481296
"['REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER']","['PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER ']",0.01726002703920685,0.020324470482199188,0.010860748084722848,0.6292428198433421,30.959862909808784,1.0,0.010509947174642528,2.642364280319139,0.9846959948716455,0.4064080944350759,0.6215510452331644,0.5818054453983894
"['REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER ']",['PINK REGENCY TEACUP AND SAUCER'],0.01946822893195133,0.026633618747183417,0.012212708427219469,0.6273148148148149,23.55349533120261,1.0,0.011694199040162992,2.611765693796378,0.9765552577853198,0.3603723404255319,0.6171172619445688,0.542929827035157
['JUMBO BAG PINK POLKADOT'],['JUMBO BAG RED RETROSPOT'],0.039837764758900406,0.0740423614240649,0.024966200991437586,0.6266968325791855,8.464030867274575,1.0,0.022016518814832207,2.4804440984882627,0.9184416450544771,0.2807906741003548,0.5968463870605016,0.4819424515908709
['FELTCRAFT PRINCESS LOLA DOLL'],['FELTCRAFT PRINCESS CHARLOTTE DOLL'],0.017124831004957188,0.018071203244704823,0.010725552050473186,0.6263157894736842,34.658222863892895,1.0,0.010416085748851382,2.6276967800493813,0.9880673039504662,0.438305709023941,0.6194385868291822,0.6099159994749966
['SMALL DOLLY MIX DESIGN ORANGE BOWL'],['SMALL MARSHMALLOWS PINK BOWL'],0.016313654799459214,0.01302388463271744,0.010184767913474538,0.6243093922651934,47.93572807738631,1.0,0.009972300755428404,2.627098189433503,0.9953769697441461,0.531764705882353,0.619351874999527,0.7031581563402092
"['LUNCH BAG CARS BLUE', 'LUNCH BAG  BLACK SKULL.']",['LUNCH BAG RED RETROSPOT'],0.01915277151870212,0.05989184317260027,0.01185218566922037,0.6188235294117647,10.332350728101623,1.0,0.010705090881101617,2.466333127479289,0.9208534999244435,0.17639168343393696,0.5945397688340472,0.4083583410790953
"['LUNCH BAG SUKI DESIGN ', 'LUNCH BAG  BLACK SKULL.']",['LUNCH BAG RED RETROSPOT'],0.018521856692203697,0.05989184317260027,0.011446597566471383,0.6180048661800486,10.31868170092948,1.0,0.010337289430196543,2.461047467873001,0.9201309286956698,0.17092866756393002,0.5936689506991648,0.40456300494856456
"['LUNCH BAG SUKI DESIGN ', 'LUNCH BAG PINK POLKADOT']",['LUNCH BAG  BLACK SKULL.'],0.016313654799459214,0.04835511491662911,0.010049571879224875,0.6160220994475138,12.739543696868903,1.0,0.009260723226686807,2.4783845208646063,0.9367866672254586,0.18399339933993397,0.5965113598873103,0.41192530881042977
"['LUNCH BAG CARS BLUE', 'LUNCH BAG  BLACK SKULL.']",['LUNCH BAG PINK POLKADOT'],0.01915277151870212,0.04285714285714286,0.011762054979720596,0.6141176470588235,14.329411764705883,1.0,0.010941221914633361,2.4804006968641117,0.9483775227020076,0.23408071748878925,0.5968393327480246,0.4442827982928187
"['LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG  BLACK SKULL.']",['LUNCH BAG RED RETROSPOT'],0.018882379450202793,0.05989184317260027,0.011581793600721046,0.613365155131265,10.24121353827146,1.0,0.01045089309196397,2.4315143068560525,0.9197218589609889,0.17236753856472167,0.5887336557385923,0.4033718175957303
"['LUNCH BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN ']",['LUNCH BAG  BLACK SKULL.'],0.016674177557458314,0.04835511491662911,0.010184767913474538,0.6108108108108108,12.631772499433264,1.0,0.009378486141543364,2.445198663061439,0.9364490643478826,0.1857025472473295,0.5910352745130412,0.41071761416589003
"['LUNCH BAG PINK POLKADOT', 'LUNCH BAG SPACEBOY DESIGN ']",['LUNCH BAG CARS BLUE'],0.016674177557458314,0.044569625957638574,0.010139702568724651,0.6081081081081081,13.644002951384145,1.0,0.009396540711837483,2.4379947475563704,0.9424218352174357,0.19841269841269843,0.5898268439657997,0.41780531795698633
['GARDENERS KNEELING PAD KEEP CALM '],['GARDENERS KNEELING PAD CUP OF TEA '],0.034565119423163586,0.02893195132942767,0.021000450653447498,0.6075619295958279,20.999687255033365,1.0,0.020000414300600674,2.4744491472768404,0.9864779721125203,0.49416755037115584,0.5958696499782542,0.6667093137075712
"['PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER ']",['REGENCY CAKESTAND 3 TIER'],0.017890941865705272,0.08490310950878774,0.010860748084722848,0.6070528967254408,7.14994892693075,1.0,0.009341751488283518,2.3288042661859696,0.8758078891295751,0.11813725490196078,0.5705950841296923,0.36748610865996034
"['LUNCH BAG CARS BLUE', 'LUNCH BAG SUKI DESIGN ']",['LUNCH BAG RED RETROSPOT'],0.01775574583145561,0.05989184317260027,0.010770617395223073,0.6065989847715736,10.128240385313182,1.0,0.009707193050472983,2.3896942825161,0.91755809480224,0.16105121293800537,0.581536430280486,0.39321672338653924
"['LUNCH BAG CARS BLUE', 'LUNCH BAG RED RETROSPOT']",['LUNCH BAG PINK POLKADOT'],0.020955385308697613,0.04285714285714286,0.01270842721946823,0.6064516129032258,14.150537634408602,1.0,0.011810339277666903,2.4320843091334896,0.9492226330093283,0.24867724867724866,0.5888300433317285,0.4514907906787422
"['LUNCH BAG SUKI DESIGN ', 'LUNCH BAG SPACEBOY DESIGN ']",['LUNCH BAG RED RETROSPOT'],0.01721496169445696,0.05989184317260027,0.010410094637223975,0.6047120418848168,10.09673454433716,1.0,0.009379058851197237,2.3782868603183225,0.9167397166296651,0.1560810810810811,0.5795292751749238,0.38926347015234064
"['LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT']",['LUNCH BAG  BLACK SKULL.'],0.01946822893195133,0.04835511491662911,0.011762054979720596,0.6041666666666667,12.494369369369371,1.0,0.010820666532492845,2.40415549915799,0.9382296166927107,0.20980707395498396,0.5840535271739989,0.42370495495495497
"['PINK REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER ']",['REGENCY CAKESTAND 3 TIER'],0.020324470482199188,0.08490310950878774,0.012212708427219469,0.6008869179600888,7.077325217374931,1.0,0.010487097684161187,2.292826097841871,0.8765184546826837,0.13129844961240314,0.5638570230244444,0.37236490271677475
"['LUNCH BAG CARS BLUE', 'LUNCH BAG SPACEBOY DESIGN ']",['LUNCH BAG RED RETROSPOT'],0.017800811176205498,0.05989184317260027,0.010680486705723299,0.6,10.01805869074492,1.0,0.009614363314412929,2.350270392068499,0.9164946088552419,0.15938130464021522,0.574517041369062,0.3891647855530474
['ALARM CLOCK BAKELIKE ORANGE'],['ALARM CLOCK BAKELIKE GREEN'],0.01694456962595764,0.03645786390265886,0.010094637223974764,0.5957446808510638,16.340635930883938,1.0,0.009476874410662474,2.383498968240791,0.9549846756342585,0.23309053069719043,0.5804487380424258,0.4363148620571759
['SPACEBOY LUNCH BOX '],['DOLLY GIRL LUNCH BOX'],0.032086525461919785,0.028165840468679586,0.01910770617395223,0.595505617977528,21.142831460674152,1.0,0.01820396221659757,2.402590005507986,0.9842849286764692,0.4644030668127053,0.5837825023381102,0.6369528089887639
['STRAWBERRY CHARLOTTE BAG'],['RED RETROSPOT CHARLOTTE BAG'],0.022712933753943218,0.03402433528616494,0.013519603424966201,0.5952380952380952,17.49448123620309,1.0,0.012746810951589584,2.386528112822416,0.9647514525500323,0.3128258602711157,0.5809812611772023,0.4962945443077893
['FELTCRAFT PRINCESS CHARLOTTE DOLL'],['FELTCRAFT PRINCESS LOLA DOLL'],0.018071203244704823,0.017124831004957188,0.010725552050473186,0.5935162094763091,34.658222863892895,1.0,0.010416085748851382,2.4179935139080495,0.9890195924163415,0.438305709023941,0.5864339609481568,0.6099159994749966
['JUMBO BAG SCANDINAVIAN BLUE PAISLEY'],['JUMBO BAG RED RETROSPOT'],0.020684993240198287,0.0740423614240649,0.012257773771969356,0.5925925925925927,8.0034264331282,1.0,0.010726208026424256,2.272805112868205,0.8935363075790346,0.14863387978142076,0.5600150693351648,0.3790717071301369
